,length_fast,length_slow,return,dd,sharpe
0,1,25,2.4111159888060048,4.7855870259855315,0.26727639224224725
1,1,30,2.114173843006603,4.0078875056964245,0.22905585325182334
2,6,25,2.4752041097597606,3.5072065008689015,0.3085373604716443
3,6,30,2.5701571319557135,4.118403461030806,0.31771481147806374
