,date,open,close,high,low,money
0,2021-07-05 09:35:00,0.98,0.963,0.98,0.955,56881660.0
1,2021-07-05 09:40:00,0.963,0.965,0.965,0.96,28482514.0
2,2021-07-05 09:45:00,0.965,0.968,0.97,0.965,26985368.0
3,2021-07-05 09:50:00,0.968,0.973,0.976,0.968,47895092.0
4,2021-07-05 09:55:00,0.974,0.975,0.978,0.972,39190451.0
5,2021-07-05 10:00:00,0.975,0.969,0.975,0.968,47303639.0
6,2021-07-05 10:05:00,0.969,0.969,0.969,0.964,46891961.0
7,2021-07-05 10:10:00,0.969,0.967,0.971,0.965,48584395.0
8,2021-07-05 10:15:00,0.967,0.967,0.969,0.966,50736352.0
9,2021-07-05 10:20:00,0.968,0.968,0.97,0.968,54649276.0
10,2021-07-05 10:25:00,0.968,0.97,0.97,0.968,33606836.0
11,2021-07-05 10:30:00,0.97,0.971,0.971,0.968,48006574.0
12,2021-07-05 10:35:00,0.972,0.969,0.973,0.968,35542030.0
13,2021-07-05 10:40:00,0.969,0.97,0.97,0.966,53854891.0
14,2021-07-05 10:45:00,0.97,0.968,0.97,0.968,23911679.0
15,2021-07-05 10:50:00,0.969,0.97,0.971,0.968,45995049.0
16,2021-07-05 10:55:00,0.97,0.972,0.972,0.969,51662677.0
17,2021-07-05 11:00:00,0.972,0.97,0.972,0.969,45436084.0
18,2021-07-05 11:05:00,0.97,0.968,0.971,0.968,45049454.0
19,2021-07-05 11:10:00,0.969,0.971,0.972,0.969,41634005.0
20,2021-07-05 11:15:00,0.971,0.968,0.971,0.967,30142777.0
21,2021-07-05 11:20:00,0.968,0.967,0.969,0.966,19548007.0
22,2021-07-05 11:25:00,0.967,0.968,0.969,0.967,27389955.0
23,2021-07-05 11:30:00,0.968,0.966,0.968,0.966,33583184.0
24,2021-07-05 13:05:00,0.966,0.966,0.967,0.966,44501917.0
25,2021-07-05 13:10:00,0.966,0.964,0.966,0.964,44552954.0
26,2021-07-05 13:15:00,0.964,0.962,0.965,0.961,38141228.0
27,2021-07-05 13:20:00,0.962,0.962,0.963,0.961,29284999.0
28,2021-07-05 13:25:00,0.962,0.96,0.962,0.96,33886555.0
29,2021-07-05 13:30:00,0.961,0.961,0.962,0.96,15959153.0
30,2021-07-05 13:35:00,0.962,0.962,0.963,0.961,26658541.0
31,2021-07-05 13:40:00,0.962,0.96,0.962,0.959,37943792.0
32,2021-07-05 13:45:00,0.96,0.959,0.96,0.958,27778967.0
33,2021-07-05 13:50:00,0.959,0.962,0.962,0.959,25810592.0
34,2021-07-05 13:55:00,0.963,0.963,0.964,0.962,23334392.0
35,2021-07-05 14:00:00,0.963,0.964,0.964,0.963,23320358.0
36,2021-07-05 14:05:00,0.964,0.964,0.964,0.961,23267411.0
37,2021-07-05 14:10:00,0.964,0.964,0.964,0.962,14926808.0
38,2021-07-05 14:15:00,0.964,0.965,0.965,0.963,25786561.0
39,2021-07-05 14:20:00,0.965,0.965,0.965,0.964,17172176.0
40,2021-07-05 14:25:00,0.965,0.966,0.966,0.964,24216493.0
41,2021-07-05 14:30:00,0.966,0.965,0.966,0.965,15306871.0
42,2021-07-05 14:35:00,0.965,0.965,0.966,0.964,13826374.0
43,2021-07-05 14:40:00,0.965,0.966,0.967,0.965,27499250.0
